iterations,fitness,time
0,160.0,0.018288811
10,166.0,0.034106759
20,170.0,0.048403968
30,167.0,0.061096049
40,173.0,0.06646978
50,180.0,0.070166948
60,188.0,0.073690357
70,188.0,0.081539241
80,194.0,0.089158123
90,186.0,0.096921656
100,198.0,0.107273127
110,194.0,0.114292766
120,202.0,0.119480855
130,204.0,0.12449264
140,211.0,0.130847183
150,204.0,0.137769996
160,207.0,0.146315126
170,207.0,0.154104956
180,214.0,0.160363655
190,216.0,0.165559997
200,211.0,0.173761577
210,210.0,0.179159054
220,218.0,0.186279929
230,215.0,0.192995641
240,217.0,0.198750822
250,215.0,0.203802534
260,223.0,0.209460108
270,219.0,0.216772765
280,221.0,0.222738414
290,221.0,0.236070132
300,222.0,0.238716979
310,225.0,0.241118448
320,225.0,0.243326097
330,225.0,0.246589806
340,229.0,0.249275009
350,231.0,0.251574582
360,233.0,0.253557931
370,235.0,0.255665712
380,236.0,0.260017342
390,237.0,0.263676305
400,231.0,0.266169805
410,235.0,0.268260329
420,234.0,0.270750871
430,237.0,0.273561371
440,235.0,0.277221843
450,240.0,0.279246157
460,238.0,0.281666836
470,242.0,0.283996527
480,245.0,0.286494156
490,245.0,0.28985521
500,241.0,0.293261626
510,241.0,0.296193294
520,245.0,0.29915838
530,245.0,0.301509031
540,250.0,0.304991293
550,250.0,0.30771738
560,250.0,0.310413787
570,249.0,0.313256117
580,249.0,0.315610276
590,249.0,0.319652977
600,250.0,0.321934208
610,251.0,0.325245598
620,254.0,0.334653102
630,250.0,0.344051307
640,251.0,0.352166013
650,250.0,0.357623975
660,249.0,0.370645993
670,249.0,0.374800603
680,253.0,0.37842481
690,252.0,0.380776791
700,247.0,0.383215911
710,252.0,0.38559897
720,253.0,0.388066811
730,253.0,0.390125892
740,253.0,0.392104141
750,249.0,0.395254046
760,250.0,0.398080921
770,246.0,0.400271762
780,244.0,0.402767851
790,245.0,0.410859617
800,245.0,0.413856203
810,249.0,0.416409409
820,249.0,0.419034321
830,251.0,0.421781346
840,252.0,0.424746041
850,250.0,0.42808474
860,248.0,0.431674163
870,248.0,0.434153625
