,train_acc,test_acc
10,0.7319166666666667,0.72
120,0.80875,0.7911666666666667
230,0.8235,0.8043333333333333
340,0.8349166666666666,0.8083333333333333
450,0.8419583333333334,0.8103333333333333
560,0.8491666666666666,0.8141666666666667
670,0.8547916666666666,0.8143333333333334
780,0.8610416666666667,0.8136666666666666
890,0.8671666666666666,0.8125
1000,0.8720416666666667,0.8141666666666667
