iterations,fitness,time
0,1.03271109197e-06,1.22460000007e-05
10,1.04670042976e-06,1.94320000002e-05
20,9.80939783989e-07,2.70580000006e-05
30,1.0030920621e-06,3.31560000006e-05
40,9.59226420949e-07,3.89580000011e-05
50,9.33844022145e-07,4.4551000002e-05
60,9.05330763011e-07,4.91480000022e-05
70,8.94090773927e-07,5.3341000001e-05
80,9.40361253506e-07,5.8752000001e-05
90,9.13273727617e-07,9.01590000026e-05
100,9.4693678227e-07,9.86630000028e-05
110,9.46317625879e-07,0.000116536000004
120,9.31233081932e-07,0.000124497000003
130,9.23975145526e-07,0.000293054000004
140,8.74946989696e-07,0.000303219000005
150,9.22397334347e-07,0.000318702000005
160,9.66398172242e-07,0.000329044000004
170,9.55346768398e-07,0.000336187000004
180,9.43884063398e-07,0.000342123000003
190,9.24433667564e-07,0.000347879000003
200,9.3575970556e-07,0.000353172000004
210,1.01039291621e-06,0.000358418000003
220,9.52423555938e-07,0.000364131000003
230,9.57510709856e-07,0.000371165000002
240,1.02262223766e-06,0.000377705000004
250,1.05658405736e-06,0.000383569000004
260,1.08329392486e-06,0.000388995000005
270,1.15746566779e-06,0.000396834000004
280,1.12712494111e-06,0.000404141000004
290,1.15698845781e-06,0.000410764000005
300,1.11780803401e-06,0.000418178000004
310,1.05009599052e-06,0.000425460000004
320,1.09818951505e-06,0.000432344000005
330,1.16665551551e-06,0.000438407000004
340,1.1954037867e-06,0.000444088000005
350,1.21869502391e-06,0.000452030000005
360,1.25415628293e-06,0.000458270000005
370,1.2565529768e-06,0.000465584000004
380,1.30023466102e-06,0.000490377000004
390,1.32457615522e-06,0.000505059000004
400,1.34942672855e-06,0.000530923000005
410,1.36319148147e-06,0.000548083000004
420,1.36846224616e-06,0.000560678000003
430,1.37965477199e-06,0.000571241000003
440,1.40029133059e-06,0.000581969000004
450,1.44094638667e-06,0.000591366000004
460,1.46123332858e-06,0.000603073000004
470,1.47343383145e-06,0.000611508000004
480,1.49241382086e-06,0.000619824000003
490,1.51213017407e-06,0.000628732000003
500,1.52080546914e-06,0.000636525000003
510,1.52568812573e-06,0.000645186000002
520,1.5523376219e-06,0.000652168000002
530,1.57695913775e-06,0.000666964000002
540,1.57770472198e-06,0.000674789000001
