iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.146892051798,0.148454698593,0.484,0.476,0.052908653
10,0.12476035821,0.123178029259,0.516,0.524,0.51147988
20,0.113061145445,0.113171919183,0.513333333333,0.524,0.969683163
30,0.140057042034,0.141282434074,0.484,0.476,1.431035753
40,0.115899868138,0.119515842649,0.804,0.768,1.89567094
50,0.122807007515,0.124496537144,0.484,0.476,2.351321103
60,0.122470624833,0.123355468254,0.516,0.524,2.822001848
70,0.0828841307221,0.0840404439893,0.845333333333,0.856,3.279397088
80,0.0741580421354,0.0757422025471,0.825333333333,0.828,3.740772787
90,0.0966540333876,0.0973075603714,0.809333333333,0.804,4.204481215
100,0.100782017239,0.10069398844,0.484,0.476,4.65987038
110,0.0844159129474,0.0860320876605,0.836,0.828,5.114935015
120,0.0756568947662,0.0758895183581,0.825333333333,0.82,5.576236508
130,0.0959040375885,0.0969475593333,0.494666666667,0.484,6.034649262
140,0.089717814488,0.0931331886729,0.817333333333,0.776,6.479214587
150,0.105649799433,0.108528302995,0.517333333333,0.524,6.92476785
160,0.0858068859783,0.0866117101323,0.808,0.792,7.372720934
170,0.0833755274364,0.0843056394828,0.84,0.856,7.820372691
180,0.0755899636058,0.0758129617726,0.829333333333,0.82,8.26435116
190,0.100510122594,0.101782891284,0.490666666667,0.476,8.719470331
200,0.0730162693071,0.0732854660727,0.833333333333,0.828,9.170732221
210,0.0685248332306,0.0691624444454,0.837333333333,0.836,9.632516056
220,0.0695161523051,0.0699157052797,0.830666666667,0.832,10.08549276
230,0.0710510245726,0.0712861495575,0.829333333333,0.836,10.554655695
240,0.0747172932389,0.0732433326122,0.836,0.836,11.008002337
250,0.0778955052261,0.078750690014,0.822666666667,0.816,11.461347795
260,0.0669504311646,0.065031368639,0.854666666667,0.868,11.921010408
270,0.078949636663,0.0796606829105,0.84,0.844,12.375451665
280,0.0843336338852,0.0848382308565,0.868,0.868,12.826122977
290,0.0728566439759,0.073064220796,0.830666666667,0.82,13.277693049
300,0.0645918966164,0.0623806784783,0.857333333333,0.868,13.723286145
310,0.0719273923697,0.0719549094304,0.837333333333,0.844,14.179841647
320,0.0660314928956,0.0637211526842,0.837333333333,0.852,14.622372131
330,0.0638784579919,0.0603974394022,0.844,0.868,15.080626373
340,0.0604476491606,0.057353003184,0.853333333333,0.884,15.540148184
350,0.0614771919275,0.058887913138,0.852,0.868,15.994022498
360,0.0600764436925,0.0563749581988,0.850666666667,0.872,16.445128304
370,0.0600706912617,0.0567717677098,0.854666666667,0.884,16.907032495
380,0.0696856714836,0.0666310263762,0.830666666667,0.844,17.363011404
390,0.0581371681835,0.0542322938318,0.846666666667,0.884,17.826421954
400,0.0587534593821,0.0548927800523,0.846666666667,0.86,18.279249946
410,0.0569445031293,0.0525084596574,0.864,0.888,18.733033784
420,0.0581538368571,0.053939111396,0.865333333333,0.888,19.192873306
430,0.0590891964974,0.0551997375651,0.861333333333,0.892,19.644978289
440,0.0562589574099,0.0513299156607,0.870666666667,0.9,20.087527389
450,0.05942127461,0.0549335272254,0.866666666667,0.888,20.551388392
460,0.0548787402767,0.0490171296118,0.872,0.9,21.001351581
470,0.0554694573071,0.0504296629359,0.854666666667,0.892,21.45005269
480,0.0550364316141,0.0489952205321,0.873333333333,0.896,21.908165848
490,0.0553619384974,0.0503633552346,0.865333333333,0.896,22.378308026
500,0.0563181997653,0.0508956751052,0.870666666667,0.896,22.840117644
510,0.0552508321233,0.049719175841,0.869333333333,0.896,23.301352249
520,0.0593320892738,0.0546431572694,0.844,0.86,23.752292471
530,0.0555942958455,0.0505834920688,0.865333333333,0.888,24.198394162
540,0.0548022492501,0.0488842414352,0.858666666667,0.888,24.653933997
550,0.0563606120964,0.0514701805345,0.850666666667,0.88,25.103427119
560,0.0521628965737,0.0456877143563,0.870666666667,0.888,25.563581711
570,0.0646760544256,0.0598463980384,0.834666666667,0.84,26.007117403
580,0.0529426229185,0.0478685669138,0.86,0.876,26.463711486
590,0.0518477124844,0.0457603606592,0.862666666667,0.884,26.916236169
600,0.0548860556041,0.0494315669208,0.850666666667,0.88,27.374041011
610,0.0531734442584,0.0478633561479,0.864,0.888,27.840147521
620,0.0637967128329,0.0617860054109,0.865333333333,0.852,28.299904612
630,0.0539306206874,0.0495014501203,0.858666666667,0.884,28.771703939
640,0.052833926121,0.0470462239233,0.862666666667,0.888,29.230568514
650,0.0524638759303,0.0460200045939,0.862666666667,0.896,29.671275706
660,0.0519153440137,0.0461977284317,0.864,0.888,30.131959447
670,0.0563050683737,0.050598604703,0.850666666667,0.864,30.582704127
680,0.0520947074277,0.0480227665698,0.865333333333,0.888,31.043756523
690,0.0517195194071,0.0465765514927,0.866666666667,0.884,31.510472021
700,0.0510127706635,0.0482968589298,0.866666666667,0.88,31.966955659
710,0.0525250197046,0.0480144249077,0.868,0.88,32.427338017
720,0.0527410464599,0.0484022285389,0.854666666667,0.876,32.875775653
730,0.0535557168361,0.0492169246807,0.865333333333,0.88,33.345227887
740,0.0518140559193,0.047446731808,0.862666666667,0.884,33.787730808
750,0.0568568692098,0.055045673509,0.866666666667,0.876,34.245073403
760,0.0534778201718,0.0529011158252,0.870666666667,0.876,34.706238814
770,0.0520829840743,0.0483321356194,0.86,0.884,35.157701105
780,0.0523160396459,0.0506034843601,0.872,0.872,35.62607461
790,0.0530995174168,0.0486159415394,0.857333333333,0.884,36.072946536
800,0.0520737776395,0.0480855685461,0.866666666667,0.88,36.537707133
810,0.0528339686356,0.0488290310398,0.864,0.88,36.982536104
820,0.0520753952688,0.0490862096837,0.868,0.88,37.438662278
830,0.0521224758067,0.0493545633239,0.865333333333,0.88,37.899270684
840,0.0567328249083,0.0522129547643,0.850666666667,0.88,38.361417978
850,0.0580704710454,0.0544030971419,0.865333333333,0.876,38.820491768
860,0.0550923921801,0.0530454886189,0.856,0.876,39.278131709
870,0.0520360723173,0.0490624954522,0.865333333333,0.884,39.730729776
880,0.0512073145012,0.0472766222989,0.861333333333,0.884,40.18580477
890,0.056624098183,0.0529610320087,0.848,0.864,40.651453283
900,0.0529012577457,0.0488011199618,0.864,0.884,41.114626401
910,0.0518884294478,0.0462283815005,0.862666666667,0.888,41.574593856
920,0.0525301460415,0.0476504203433,0.864,0.884,42.032234812
930,0.0530406108899,0.0468600982712,0.861333333333,0.884,42.484813538
940,0.0526625732629,0.0466312240709,0.862666666667,0.884,42.935946723
950,0.0532416081726,0.0494757936965,0.856,0.872,43.388944597
960,0.0515808918113,0.0465774795882,0.865333333333,0.888,43.852012201
970,0.0535435887146,0.0495249505482,0.862666666667,0.884,44.309997674
980,0.0550053094603,0.0504472302161,0.862666666667,0.888,44.757897643
990,0.0530774570444,0.048353767388,0.861333333333,0.88,45.216576285
1000,0.052611735363,0.0460960419077,0.858666666667,0.9,45.660286003
1010,0.0526615981515,0.048815072723,0.865333333333,0.88,46.09770197
1020,0.0519996039527,0.0454352530116,0.86,0.888,46.551132505
1030,0.0516459281491,0.0458962573484,0.864,0.884,47.016692823
1040,0.0547640408226,0.0506630900449,0.86,0.88,47.494561608
1050,0.0533855422377,0.0480440456469,0.864,0.888,47.987340278
1060,0.0531952677544,0.0467659501293,0.861333333333,0.888,48.47385824
1070,0.0528635165321,0.047170655446,0.864,0.88,48.96356563
1080,0.052500886616,0.0475108412824,0.864,0.884,49.469367169
1090,0.0529146809831,0.0474785067329,0.86,0.888,49.95225664
1100,0.0515197417134,0.0466968548108,0.862666666667,0.88,50.43173923
1110,0.0531856555544,0.0493875109478,0.866666666667,0.88,50.901831022
1120,0.0585572788497,0.0548989859671,0.849333333333,0.876,51.356365206
1130,0.0507543378165,0.045171155211,0.866666666667,0.88,51.811042053
1140,0.0515262541067,0.0457913970751,0.862666666667,0.9,52.281949692
1150,0.0526609026122,0.0463775036109,0.86,0.888,52.740908898
1160,0.0496688150415,0.0421561482537,0.873333333333,0.896,53.192545147
1170,0.0490201154302,0.042721497971,0.869333333333,0.9,53.643567815
1180,0.0580066831021,0.0596244828844,0.873333333333,0.86,54.109405815
1190,0.0501909887053,0.0432145334256,0.870666666667,0.9,54.557372685
1200,0.0492601854383,0.0428282462564,0.873333333333,0.884,55.020174544
1210,0.0497063476664,0.0459079270271,0.868,0.888,55.468204694
1220,0.0506983623167,0.0438814368801,0.865333333333,0.892,55.941026969
1230,0.0481650678148,0.0416431542608,0.873333333333,0.896,56.399772774
1240,0.0506212690293,0.0428876541868,0.868,0.908,56.857037056
1250,0.0506564671902,0.0435475413524,0.869333333333,0.904,57.315010871
1260,0.0489333334558,0.0422196734174,0.866666666667,0.912,57.760388872
