iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.125435080013,0.12517897098,0.517333333333,0.524,0.0634494259994
10,0.111501337048,0.107757253791,0.653333333333,0.656,0.720251837998
20,0.18765902123,0.184475800272,0.516,0.524,1.366116118
30,0.107570610382,0.106879252125,0.516,0.524,1.954372472
40,0.0908295943922,0.0923168763599,0.8,0.808,2.5573724
50,0.0919876759155,0.0929427143086,0.766666666667,0.748,3.267874601
60,0.0912765900024,0.092381930707,0.801333333333,0.808,3.883312496
70,0.0911038815836,0.0925425162902,0.796,0.796,4.515976196
80,0.0927313931049,0.0940324828376,0.762666666667,0.744,5.136871086
90,0.0933218422563,0.0942443090982,0.761333333333,0.744,5.761264501
100,0.0908617400748,0.0928520469698,0.764,0.752,6.366302041
110,0.0884208772903,0.0902193168626,0.813333333333,0.808,6.985404837
120,0.0882160199012,0.090216074301,0.808,0.804,7.628807815
130,0.0901319182041,0.0915912741418,0.8,0.816,8.235932627
140,0.0886605787423,0.0902035067909,0.801333333333,0.808,8.838833386
150,0.0917206628139,0.0926024116456,0.802666666667,0.816,9.445169348
160,0.0934647121821,0.0945256738373,0.82,0.824,10.094367968
170,0.0947386033494,0.0966019571973,0.805333333333,0.804,10.704425239
180,0.0839791146785,0.0855746485566,0.789333333333,0.788,11.302990501
190,0.0908986286952,0.0926141310316,0.789333333333,0.788,11.974309887
200,0.0889854234968,0.0908556318326,0.812,0.816,12.612255852
210,0.0967000190426,0.0987837188456,0.834666666667,0.804,13.211375536
220,0.0887011669726,0.0904386507878,0.798666666667,0.812,13.813738276
230,0.0880619862005,0.0891616611365,0.801333333333,0.812,14.411050152
240,0.0822709511794,0.0843395586181,0.798666666667,0.812,15.092734395
250,0.0860823042671,0.0883791223354,0.810666666667,0.812,15.724539358
260,0.0882556233765,0.0901863049089,0.804,0.812,16.324948444
270,0.0843935258146,0.0866861008492,0.813333333333,0.836,16.957447456
280,0.0853540118521,0.0865762694734,0.806666666667,0.824,17.56973627
290,0.0821486864714,0.0839936612584,0.829333333333,0.816,18.20711634
300,0.0800379607284,0.0818105162116,0.810666666667,0.824,18.832710316
310,0.0782919063123,0.0798726203755,0.806666666667,0.832,19.438996605
320,0.0802365885236,0.0822535590827,0.809333333333,0.82,20.050214774
330,0.0802530683992,0.0815535406892,0.810666666667,0.816,20.728644471
340,0.0803104690893,0.0817443469395,0.802666666667,0.82,21.354511258
350,0.0772218372925,0.0789897493205,0.801333333333,0.816,21.926667093
360,0.0786440011827,0.0805850766358,0.808,0.824,22.514787023
370,0.0789458767881,0.0813631945388,0.818666666667,0.824,23.100219668
380,0.0782819689005,0.0800927964969,0.802666666667,0.828,23.767731468
390,0.0736404653639,0.0752674714949,0.825333333333,0.836,24.370475079
400,0.0766280511993,0.0796824760996,0.817333333333,0.832,24.971662772
410,0.0761462404503,0.0785189474157,0.825333333333,0.852,25.572974641
420,0.0760942692755,0.0796755935691,0.845333333333,0.824,26.193956465
430,0.0752347275154,0.0778975143452,0.836,0.824,26.880649883
440,0.0717474037893,0.0749097836415,0.829333333333,0.836,27.48280541
450,0.0722498341454,0.0734598615413,0.818666666667,0.832,28.094942324
460,0.0697602644403,0.0707978532975,0.821333333333,0.836,28.684641694
470,0.0705218381637,0.0743748692786,0.829333333333,0.828,29.306288443
480,0.0729536151348,0.0746977074406,0.821333333333,0.832,29.921592275
490,0.061858369057,0.063701408155,0.829333333333,0.836,30.590998264
500,0.0704221603265,0.0700433384692,0.816,0.816,31.195163064
510,0.0692173802011,0.0710622710269,0.832,0.848,31.776188651
520,0.0671946833788,0.0678773262618,0.822666666667,0.836,32.392569103
530,0.0591916878023,0.0617570535651,0.842666666667,0.844,32.967738291
540,0.0664645866502,0.0685693097786,0.829333333333,0.832,33.54496438
550,0.0703076392881,0.0750923259077,0.84,0.832,34.125364088
560,0.0590612141553,0.0611813295123,0.84,0.828,34.701884141
570,0.0586574933656,0.061077988855,0.84,0.836,35.300077075
580,0.0595614588607,0.0608702793765,0.836,0.832,35.899488357
590,0.0568386599509,0.0591931758636,0.842666666667,0.84,36.481246212
600,0.060237846419,0.0625194729834,0.832,0.824,37.046688503
610,0.0568185893346,0.0594909617853,0.849333333333,0.836,37.660037032
620,0.0576692483642,0.059631490021,0.850666666667,0.844,38.297020763
630,0.0567763509318,0.0596502180384,0.845333333333,0.836,38.891672189
640,0.0564765848636,0.058461993967,0.852,0.852,39.494582681
650,0.0590915089026,0.0615949694693,0.836,0.828,40.076638593
660,0.0575391580859,0.0606835902507,0.844,0.836,40.681116498
670,0.0572809621055,0.059468417929,0.845333333333,0.832,41.271117593
680,0.0575579464304,0.0593415142349,0.845333333333,0.84,41.932400562
690,0.0556510030985,0.0582682009403,0.848,0.844,42.568751213
700,0.0577409057316,0.0598443301896,0.841333333333,0.836,43.188865409
710,0.0554034774093,0.0576022459218,0.853333333333,0.844,43.82595182
720,0.0596218407492,0.0609691599726,0.833333333333,0.84,44.441762693
730,0.057504643547,0.0599831285841,0.848,0.832,45.070446404
740,0.0561762553778,0.0591898961102,0.850666666667,0.844,45.672494883
750,0.0546320114136,0.0567994468501,0.852,0.852,46.297523824
760,0.056279763644,0.0586428631367,0.852,0.84,46.963239108
770,0.0564909566037,0.0584836501201,0.848,0.844,47.545869225
780,0.0551455230571,0.0567177581746,0.846666666667,0.844,48.136424678
790,0.0563997508705,0.0580527382356,0.848,0.852,48.741787392
800,0.0557698021664,0.0592959138793,0.858666666667,0.86,49.32680402
810,0.0570339697491,0.0600120260235,0.844,0.836,49.965886655
820,0.0553957275034,0.0573269710937,0.853333333333,0.848,50.574745134
830,0.054380492669,0.0570898674902,0.849333333333,0.832,51.186804314
840,0.0559731335866,0.058787872013,0.849333333333,0.84,51.80085306
850,0.0569258425128,0.0620370069737,0.854666666667,0.836,52.411050528
860,0.0542578460821,0.0573615798249,0.852,0.836,53.016336816
870,0.0531161231558,0.0561218708757,0.862666666667,0.856,53.641093342
880,0.0540879743318,0.056807911814,0.846666666667,0.84,54.258839101
890,0.0513417348039,0.0522639717809,0.856,0.864,54.879519564
900,0.054447651331,0.0556836336464,0.854666666667,0.848,55.543292551
910,0.0518776340744,0.0531441281757,0.853333333333,0.86,56.152093904
920,0.0532129376619,0.0561503722008,0.857333333333,0.848,56.756768924
930,0.05236404389,0.0558080956977,0.858666666667,0.852,57.399101087
940,0.0545211089737,0.0548095112293,0.850666666667,0.844,58.000051733
950,0.0515568394461,0.0537191555798,0.86,0.86,58.627342729
960,0.0563265770085,0.0594355037285,0.846666666667,0.824,59.214005705
970,0.0514360812165,0.0526252501647,0.852,0.868,59.802693188
980,0.0502972601191,0.0519074325184,0.862666666667,0.876,60.420022434
990,0.0504849307949,0.0510619087193,0.857333333333,0.868,61.003735724
1000,0.0522388317233,0.0525880226588,0.857333333333,0.872,61.633864223
1010,0.0502566638032,0.0510386360586,0.861333333333,0.86,62.300152804
1020,0.0498498396291,0.0506196927171,0.858666666667,0.86,62.900866597
1030,0.0512161924205,0.0532405002331,0.861333333333,0.86,63.514396954
1040,0.0534040798071,0.0566315792286,0.865333333333,0.864,64.163687895
1050,0.0485680212179,0.0496487301928,0.862666666667,0.868,64.779436752
