iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.107836486073,0.106094834421,0.516,0.544,0.002672113
10,0.073142729059,0.0732818996742,0.812,0.82,0.033331763
20,0.0489657014411,0.0473989634116,0.864,0.888,0.057278966
30,0.0373875903665,0.0427568352507,0.9,0.892,0.082470754
40,0.0353920105476,0.041449925813,0.905333333333,0.896,0.106405971
50,0.0337175644197,0.041854570503,0.908,0.896,0.131961634
60,0.0325300033034,0.0427933087659,0.913333333333,0.896,0.155852454
70,0.0309106297126,0.0458244083539,0.916,0.876,0.180385186
80,0.0286451424987,0.0490762651508,0.921333333333,0.872,0.203733947
90,0.0277488400642,0.0524458740727,0.925333333333,0.868,0.229033523
100,0.0273190414167,0.0545344689327,0.928,0.856,0.253522699
110,0.0269561736708,0.0550879453267,0.934666666667,0.848,0.277159772
120,0.0260705851386,0.0556824627292,0.934666666667,0.844,0.302217945
130,0.0251712085035,0.0574478936784,0.941333333333,0.844,0.326031112
140,0.0243797722075,0.0589569763422,0.937333333333,0.844,0.352004795
150,0.0238198831985,0.0608589207625,0.94,0.844,0.375498466
160,0.0233618221464,0.0612310462839,0.944,0.84,0.399426831
170,0.0231001032069,0.0615868125378,0.945333333333,0.84,0.423684559
180,0.0228552046846,0.0613762291653,0.941333333333,0.844,0.447927704
190,0.0226512230594,0.0605024967625,0.944,0.848,0.474140019
200,0.0223726776869,0.0601125928758,0.945333333333,0.852,0.498892098
210,0.0221240991782,0.0599680730979,0.942666666667,0.848,0.525793431
220,0.0215067160824,0.0597800007112,0.948,0.852,0.55112757
230,0.0211442780125,0.060467422419,0.949333333333,0.852,0.577833296
240,0.0208137165254,0.0602935696257,0.948,0.852,0.602780109
250,0.0204549251533,0.0597357455005,0.949333333333,0.852,0.629924229
260,0.0200751333097,0.0593123257,0.949333333333,0.856,0.654333613
270,0.0197039989095,0.0588167847414,0.953333333333,0.856,0.681833384
280,0.01942145195,0.0586873135762,0.953333333333,0.86,0.705365583
290,0.0190831714726,0.0587962096718,0.953333333333,0.86,0.728956778
300,0.0187879357002,0.059323613175,0.954666666667,0.856,0.753533061
310,0.018400861761,0.0603175743131,0.956,0.856,0.777009149
320,0.0178285082913,0.0610837850581,0.956,0.856,0.802971409
330,0.0173506345252,0.0629721524733,0.957333333333,0.856,0.826952746
340,0.0170461678302,0.0645084213185,0.958666666667,0.852,0.852487097
350,0.016741797012,0.0652232468024,0.961333333333,0.852,0.876458728
360,0.0164545376959,0.0657272243752,0.961333333333,0.852,0.900231802
370,0.0160466358561,0.0671057170524,0.962666666667,0.848,0.924938307
380,0.0157005136444,0.0687570566501,0.962666666667,0.844,0.948632776
390,0.0154599129973,0.0689551004019,0.962666666667,0.844,0.973996228
400,0.0152288833072,0.0700188154985,0.962666666667,0.844,1.00128425
410,0.0149518131342,0.0705348173705,0.965333333333,0.84,1.029687492
420,0.0147191530261,0.0700062320478,0.965333333333,0.844,1.054861493
430,0.0143635303634,0.0710533018608,0.966666666667,0.832,1.079934412
440,0.0142337939577,0.0713100834923,0.966666666667,0.836,1.106219779
450,0.0140444789459,0.0711844072669,0.965333333333,0.836,1.132999742
460,0.0138371987204,0.0714871405214,0.966666666667,0.836,1.15808529
470,0.0136599101445,0.0711482116273,0.966666666667,0.84,1.184163783
480,0.0134990817874,0.071264894438,0.966666666667,0.84,1.208959628
490,0.0132924872544,0.0709114742082,0.968,0.848,1.233998082
500,0.0131425030047,0.0710984720599,0.968,0.84,1.260287793
510,0.0130442369559,0.0710549355128,0.968,0.84,1.284655796
520,0.0129252535114,0.0712380717266,0.969333333333,0.836,1.309782081
530,0.0127210298207,0.0714132004587,0.969333333333,0.836,1.335108034
540,0.0126383119007,0.0715714021176,0.970666666667,0.84,1.360622502
550,0.0125427552952,0.0714068030224,0.970666666667,0.84,1.385613153
560,0.0124212127012,0.0714158390814,0.970666666667,0.844,1.411202602
570,0.0123175392938,0.0716967813335,0.972,0.848,1.43715882
580,0.012248924808,0.0717512770865,0.972,0.848,1.463886379
590,0.0121673189091,0.0716039906398,0.972,0.848,1.487884223
600,0.0120914770716,0.0713970100304,0.972,0.848,1.51201663
610,0.012033415164,0.0715172739427,0.972,0.848,1.536607418
