,acc,std
0.0078125,0.866924892489249,0.0550787862833139
0.03125,0.8969759975997599,0.058230549259864046
0.125,0.9050061006100609,0.06412426692729185
0.25,0.902006100610061,0.060630586535213735
0.5,0.9019961996199619,0.05515164933950688
4.0,0.901986098609861,0.04732202062352624
8.0,0.8989860986098609,0.05559712225043763
32.0,0.8999860986098609,0.05152815942425286
128.0,0.8999860986098609,0.05152815942425286
512.0,0.8999860986098609,0.05152815942425286
