iterations,fitness,time
0,116.0,4.23980000051e-05
10,126.0,7.90800000061e-05
20,133.0,0.000112669000004
30,134.0,0.000148317999987
40,138.0,0.000172840000005
50,140.0,0.000217907000007
60,142.0,0.000239321000009
70,143.0,0.000262577000029
80,144.0,0.000285160000033
90,147.0,0.000307738000032
100,148.0,0.000332148000041
110,158.0,0.00035533700003
120,164.0,0.000378537000046
130,164.0,0.000400762000055
140,166.0,0.000429508000053
150,170.0,0.000451757000064
160,174.0,0.000472118000062
170,175.0,0.000494321000048
180,180.0,0.000516795000038
190,183.0,0.000538101000046
200,191.0,0.000561541000053
210,196.0,0.000583759000051
220,196.0,0.000604473000038
230,200.0,0.000637640000036
240,200.0,0.000656195000033
250,200.0,0.000675026000039
260,202.0,0.000693534000021
270,202.0,0.000711480000035
280,208.0,0.000729677000038
290,212.0,0.000747380000035
300,212.0,0.000764724000049
310,212.0,0.000782053000052
320,213.0,0.00080448600005
330,219.0,0.000822111000048
340,222.0,0.000838999000052
350,223.0,0.000856485000043
360,223.0,0.000874185000043
370,223.0,0.000892447000041
380,223.0,0.000911961000043
390,225.0,0.000930533000059
400,227.0,0.000949005000081
410,230.0,0.000982709000084
420,230.0,0.00100181800008
430,233.0,0.00102131600008
440,236.0,0.00103933800006
450,237.0,0.00106724400004
460,238.0,0.00109568700003
470,238.0,0.00112011300004
480,239.0,0.00114219600005
490,246.0,0.00116392200005
500,249.0,0.00119327400003
510,251.0,0.00121560500003
520,251.0,0.00123663700003
530,252.0,0.00179710100005
540,254.0,0.00182376300003
550,254.0,0.00185170500001
560,254.0,0.00187276000003
570,256.0,0.00189062800004
580,259.0,0.00190678900003
590,259.0,0.00193621500003
600,259.0,0.00195228400003
610,259.0,0.00196648600001
620,265.0,0.001981183
630,265.0,0.00200206000002
640,265.0,0.00202246800004
650,265.0,0.00204385000004
660,265.0,0.00206430600002
670,271.0,0.00208439300002
680,271.0,0.00210443700001
690,275.0,0.002124589
700,278.0,0.002142878
710,278.0,0.002162153
720,278.0,0.002180466
730,278.0,0.00220323599999
740,280.0,0.002223313
750,280.0,0.00223897699999
760,284.0,0.00225823899999
770,284.0,0.00227695999999
780,284.0,0.00229824699997
790,284.0,0.00231869799995
800,285.0,0.00234164299994
810,285.0,0.00236413199994
820,288.0,0.00238260399993
830,291.0,0.00240248799992
840,292.0,0.0024173839999
850,292.0,0.00243362299992
860,292.0,0.00245289299991
870,292.0,0.0024692209999
880,292.0,0.00248414599989
890,292.0,0.00250224599989
900,295.0,0.00251698799991
910,297.0,0.00253486499992
920,299.0,0.0025544399999
930,299.0,0.00257145299989
940,299.0,0.0025909819999
950,299.0,0.00261115499993
960,299.0,0.00262763499993
970,301.0,0.00264916499995
980,301.0,0.00266447399997
990,301.0,0.00268033699999
1000,301.0,0.002700565
1010,301.0,0.002717039
1020,301.0,0.00273217099999
1030,301.0,0.0027509
1040,301.0,0.002772956
1050,306.0,0.00280382599999
1060,306.0,0.00282714899998
1070,306.0,0.00284873699999
1080,306.0,0.00286364900001
1090,306.0,0.00288367800002
1100,306.0,0.00290189900002
1110,306.0,0.00293267000004
1120,306.0,0.00296129200004
1130,306.0,0.00300540400005
1140,306.0,0.00305226600003
1150,308.0,0.00307760300004
1160,308.0,0.00310290300004
1170,308.0,0.00314076300003
1180,308.0,0.00316898500003
1190,308.0,0.00321518900003
1200,311.0,0.00324480700004
1210,311.0,0.00327449000005
1220,312.0,0.00329954400004
1230,315.0,0.00333254900005
1240,315.0,0.00335657200006
1250,315.0,0.00338212000008
1260,318.0,0.00340400000007
1270,318.0,0.00342559800006
1280,318.0,0.00344818100007
1290,318.0,0.00346976400007
1300,318.0,0.00349047500006
1310,318.0,0.00351138200008
1320,321.0,0.00354767500011
1330,324.0,0.0035668830001
1340,324.0,0.00358663300011
1350,324.0,0.0036080700001
1360,326.0,0.00362887500012
1370,326.0,0.00365667200012
1380,326.0,0.0036768410001
1390,326.0,0.0036948420001
1400,329.0,0.00373075400009
1410,329.0,0.00376496600009
1420,329.0,0.00379057400008
1430,329.0,0.00381289800009
1440,329.0,0.00383423700009
1450,329.0,0.00385752800008
1460,329.0,0.00388938000009
1470,329.0,0.00391254400009
1480,331.0,0.00394078400009
1490,331.0,0.0039725390001
1500,331.0,0.0040118340001
1510,331.0,0.00404236300011
1520,331.0,0.00406452600012
1530,331.0,0.00408452700012
1540,331.0,0.00410411600012
1550,331.0,0.00412387200012
1560,331.0,0.00415074700012
1570,334.0,0.00417535200012
1580,336.0,0.0041974450001
1590,336.0,0.00422468500011
1600,338.0,0.00424391600012
1610,341.0,0.00426336500013
1620,344.0,0.00427944200013
1630,344.0,0.00429509000011
1640,347.0,0.00431513600012
1650,350.0,0.00433040100012
1660,350.0,0.00435224500012
1670,351.0,0.00437301500014
1680,351.0,0.00441375100016
1690,351.0,0.00443554700016
1700,351.0,0.00445608800015
1710,351.0,0.00447657200016
1720,351.0,0.00449808200017
1730,351.0,0.00451712500018
1740,351.0,0.00455315100018
1750,351.0,0.00457338700019
1760,351.0,0.00459509800018
1770,351.0,0.00461716300018
1780,351.0,0.00463364400017
1790,351.0,0.00464893500018
1800,351.0,0.00466543400017
1810,351.0,0.00468246800017
1820,351.0,0.00470075000018
1830,351.0,0.0047153040002
1840,351.0,0.00473197500023
1850,351.0,0.00474717200021
1860,351.0,0.0047622180002
1870,354.0,0.00477839200019
1880,354.0,0.00479281300019
1890,354.0,0.0048138050002
1900,354.0,0.00483497300019
1910,354.0,0.00485543300019
1920,354.0,0.00487567600018
1930,354.0,0.00489621500017
1940,354.0,0.00491630400018
1950,354.0,0.00493526100016
1960,354.0,0.00495449300016
1970,354.0,0.00497292700015
1980,354.0,0.00499515000016
1990,354.0,0.00501649500015
2000,359.0,0.00503777600017
2010,359.0,0.00505906700016
2020,362.0,0.00507972300014
2030,362.0,0.00510076100014
2040,362.0,0.00512074300013
2050,362.0,0.00514200300015
2060,365.0,0.00516336300015
2070,365.0,0.00518724400015
2080,365.0,0.00520654400015
2090,365.0,0.00522235100016
2100,365.0,0.00524070500015
2110,365.0,0.00525768400016
2120,365.0,0.00527681200015
2130,368.0,0.00529801300016
2140,368.0,0.00533622300014
2150,368.0,0.00536155700016
2160,368.0,0.00538549500016
2170,368.0,0.00540830000017
2180,368.0,0.00544283100015
2190,368.0,0.00547244200015
2200,368.0,0.00593498000018
2210,368.0,0.00596738500019
2220,368.0,0.00599663200018
2230,368.0,0.00604823900017
2240,368.0,0.00607693200016
2250,368.0,0.00610489100015
2260,368.0,0.00613219600015
2270,371.0,0.00615779400013
2280,371.0,0.00617774700015
2290,371.0,0.00619865900015
2300,371.0,0.00622057000015
2310,371.0,0.00624030400016
2320,371.0,0.00626679900014
