iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.13383604679,0.130469087663,0.469333333333,0.508,0.000996984999972
10,0.133731630611,0.13036598478,0.472,0.508,0.0116536890001
20,0.133504733836,0.131318223574,0.452,0.492,0.0221431560001
30,0.130751384157,0.13001786695,0.513333333333,0.52,0.032164613
40,0.106926128972,0.108608517984,0.761333333333,0.74,0.0416829739999
50,0.102437498735,0.10451326234,0.746666666667,0.74,0.0514998389999
60,0.101625574339,0.103410549286,0.757333333333,0.764,0.0609231579999
70,0.100689474037,0.10210990983,0.764,0.76,0.0701705359999
80,0.0986622814056,0.0999744691197,0.776,0.772,0.0796936949999
90,0.0982834641393,0.0988729970027,0.802666666667,0.792,0.0893000849998
100,0.0984939770562,0.0990343358563,0.806666666667,0.796,0.0983821439998
110,0.0972007836606,0.0973903982081,0.828,0.812,0.110007483
120,0.0942383647737,0.0957470103029,0.792,0.78,0.119255133
130,0.0907521381124,0.0924696127916,0.804,0.796,0.128490593
140,0.0909575891586,0.0925139738,0.808,0.804,0.138196014
150,0.0907529332507,0.0920095716863,0.809333333333,0.808,0.147960048
160,0.085065003736,0.084854514901,0.873333333333,0.864,0.157074979
170,0.084980873033,0.0845886279471,0.873333333333,0.884,0.166896755
180,0.0859805839644,0.0851645541016,0.873333333333,0.88,0.175944037
190,0.0841293090238,0.0841112968422,0.877333333333,0.864,0.185449061
200,0.0840732677828,0.0839848827616,0.877333333333,0.864,0.194257198
210,0.0827729434273,0.0826605519074,0.878666666667,0.864,0.204227078
220,0.0825430326652,0.0825322010864,0.878666666667,0.864,0.213292375
230,0.0817355968234,0.0823337923675,0.857333333333,0.832,0.223005147
240,0.0800940993721,0.0812086756285,0.845333333333,0.816,0.23292791
250,0.07549335156,0.0758171113684,0.852,0.84,0.242337376
260,0.0752419603354,0.0755029037763,0.850666666667,0.852,0.251195496
270,0.0752736489648,0.0755049257947,0.849333333333,0.852,0.261950643
280,0.0749626203963,0.0753190820762,0.850666666667,0.852,0.271342703
290,0.073915494385,0.0740393982144,0.858666666667,0.856,0.280812843
300,0.0737040929227,0.0737391869647,0.856,0.86,0.290304385
310,0.0738053412033,0.0736587175858,0.86,0.864,0.300034231
320,0.0733818909905,0.0736565945491,0.86,0.856,0.309974711
330,0.0732430801705,0.073407828285,0.86,0.856,0.319209431
340,0.0727543035691,0.0726907893691,0.86,0.86,0.328070236
350,0.0731715160341,0.0727436947051,0.862666666667,0.872,0.337286805
360,0.0723355773405,0.0719993365103,0.862666666667,0.868,0.346548204
370,0.0708176179343,0.0710372478815,0.864,0.86,0.355988027
380,0.0702824125766,0.0700158157426,0.868,0.876,0.365533774
390,0.0699559907367,0.0695768131116,0.872,0.88,0.376002965
400,0.156812812985,0.149335071179,0.504,0.528,0.384918776
410,0.0709871543271,0.0721992760089,0.868,0.844,0.394214393
420,0.0653323910254,0.0658832154647,0.876,0.88,0.404920309
430,0.0635587755136,0.0649078885445,0.88,0.88,0.414914716
440,0.0639112132366,0.0643921336268,0.877333333333,0.892,0.423724131
450,0.0623373322702,0.0621863190468,0.874666666667,0.892,0.433046342
460,0.0620089465573,0.0619720298239,0.876,0.892,0.442522481
470,0.0536436455814,0.0540899923086,0.878666666667,0.884,0.45185485
480,0.0530918554244,0.0513941775653,0.876,0.904,0.460864461
490,0.0530594812189,0.0521360579127,0.878666666667,0.896,0.471696412
500,0.0530041482797,0.0517375738494,0.877333333333,0.896,0.481762155
510,0.0529793573267,0.0518937798575,0.877333333333,0.896,0.491436758
520,0.0515082172607,0.0507872394546,0.878666666667,0.888,0.500490807
530,0.0512839701697,0.0492872388578,0.877333333333,0.896,0.510381487
540,0.050982027693,0.0493915994548,0.88,0.896,0.519560742
550,0.050850605365,0.0491933788801,0.88,0.896,0.529149074
560,0.0508450199993,0.0491726932762,0.88,0.896,0.53811638
570,0.052188197884,0.0506054902384,0.88,0.896,0.547942795999
580,0.0494159566762,0.0481282519398,0.88,0.896,0.556891904999
590,0.0493495434647,0.0477983966054,0.88,0.896,0.566323617
600,0.0493644795468,0.0483730807896,0.88,0.892,0.576473381999
610,0.0493062869467,0.0477345099317,0.88,0.896,0.589021135999
620,0.0493025295603,0.0477349540175,0.88,0.896,0.598336285999
630,0.0492956319674,0.0477351382436,0.88,0.896,0.608204030999
640,0.0492423985166,0.0477084360767,0.88,0.896,0.617897719999
650,0.0485848499416,0.0468792197515,0.88,0.896,0.628235899999
660,0.048511966175,0.0465768785831,0.88,0.896,0.637662696999
670,0.0478709807222,0.046841027152,0.881333333333,0.892,0.649004706999
680,0.047696832956,0.0467531741816,0.881333333333,0.892,0.658589240999
690,0.0476930466355,0.0467551123965,0.881333333333,0.892,0.668251818999
