iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.127600874831,0.128336268273,0.361333333333,0.308,0.000908864999985
10,0.12653746541,0.127184909645,0.381333333333,0.332,0.010371524
20,0.128105749064,0.127563910692,0.512,0.54,0.019812833
30,0.126387291314,0.126954564927,0.392,0.352,0.0300682760001
40,0.122590708472,0.121871908002,0.576,0.552,0.0394673950002
50,0.122396191095,0.121668936318,0.6,0.592,0.0482641250002
60,0.12181964666,0.120898449109,0.636,0.652,0.0583299750002
70,0.121600302728,0.120842929787,0.605333333333,0.6,0.0672703210002
80,0.114698406379,0.111094128741,0.604,0.632,0.0760680940002
90,0.113955207609,0.110430262413,0.608,0.636,0.0864028800002
100,0.11259542888,0.109260127565,0.618666666667,0.644,0.0961984430002
110,0.112377727383,0.109136432231,0.622666666667,0.656,0.105331891
120,0.110457732807,0.106945711802,0.638666666667,0.664,0.114127013
130,0.109832822077,0.10679761396,0.690666666667,0.732,0.123300462
140,0.10893476071,0.106262533088,0.734666666667,0.76,0.13285782
150,0.107865848101,0.10513621962,0.746666666667,0.748,0.143193531
160,0.105518669945,0.102276810982,0.730666666667,0.756,0.152522322
170,0.0973084347461,0.0920287968279,0.726666666667,0.76,0.161350174
180,0.0973255975612,0.0918677155925,0.725333333333,0.76,0.170113106
190,0.0966003035144,0.0915190476545,0.726666666667,0.748,0.178957336
200,0.0966226184504,0.0915182449756,0.726666666667,0.748,0.188212236
210,0.0963832426961,0.0914538120059,0.722666666667,0.76,0.196852783001
220,0.0959920644083,0.0912180220821,0.725333333333,0.76,0.20680888
230,0.0961111658918,0.091284028838,0.725333333333,0.76,0.215768854001
240,0.0954646097072,0.0908215480932,0.718666666667,0.752,0.225780528001
250,0.0944508796922,0.0903192235533,0.725333333333,0.74,0.236049314001
260,0.094236093439,0.0898835063598,0.724,0.74,0.244747897001
270,0.0940810171529,0.0897392209769,0.724,0.74,0.253542452001
280,0.0907532443531,0.085716051512,0.721333333333,0.732,0.263350167001
290,0.0897407138008,0.0845225002723,0.725333333333,0.74,0.272683061001
300,0.0893974430863,0.0841395452712,0.728,0.74,0.281836591001
310,0.0898437195533,0.0846574227256,0.729333333333,0.736,0.290698877001
320,0.0866793396328,0.0811801911365,0.733333333333,0.748,0.299637102001
330,0.0868381015976,0.0815130046619,0.733333333333,0.744,0.308469872001
340,0.085806119755,0.0807933203313,0.734666666667,0.748,0.318563023001
350,0.085096122324,0.0797076420883,0.736,0.74,0.327583043001
