iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.145923572648,0.138748765746,0.510666666667,0.54,0.000989736000008
10,0.142590071542,0.135747030904,0.510666666667,0.54,0.010126897
20,0.137167122964,0.131696911469,0.510666666667,0.54,0.019373308
30,0.135365758193,0.130047674,0.510666666667,0.54,0.0291909959999
40,0.131300069424,0.126165496376,0.510666666667,0.54,0.0383026849998
50,0.149147899825,0.141325736153,0.510666666667,0.54,0.048300327
60,0.127064612299,0.122904479525,0.510666666667,0.54,0.057616356
70,0.126955567171,0.122796452659,0.510666666667,0.54,0.067360966
80,0.126403317909,0.122240558065,0.510666666667,0.54,0.0777090220001
90,0.123645691539,0.120253063913,0.510666666667,0.54,0.0877717320001
100,0.122685872042,0.119666156149,0.513333333333,0.54,0.0967724289999
110,0.121142773561,0.117989273621,0.594666666667,0.624,0.10733175
120,0.121324073412,0.118924168977,0.574666666667,0.628,0.116420099
130,0.121393712478,0.117799076599,0.532,0.548,0.126295581
140,0.120729283489,0.118049244449,0.589333333333,0.608,0.13559531
150,0.120539911309,0.117752875406,0.598666666667,0.608,0.144888855
160,0.120667710089,0.117824225405,0.594666666667,0.608,0.153653106
170,0.120471194001,0.117672267143,0.597333333333,0.608,0.163143968
180,0.120362059496,0.11729735944,0.594666666667,0.604,0.172902129
190,0.120242382489,0.117282300145,0.589333333333,0.608,0.183179889
200,0.120241377962,0.117105684483,0.596,0.604,0.192197025
210,0.120330969433,0.117020325482,0.589333333333,0.6,0.20150041
220,0.120262114719,0.117496283945,0.589333333333,0.612,0.211559591
230,0.120221939757,0.117274953249,0.589333333333,0.608,0.221996846
240,0.12017783669,0.117122616796,0.592,0.608,0.23129189
250,0.120346406349,0.117211875409,0.592,0.6,0.241341881
260,0.120141374083,0.11698620836,0.596,0.604,0.250667211
270,0.120032505621,0.116810049862,0.596,0.604,0.261085554
280,0.125606175725,0.119825760572,0.510666666667,0.54,0.270153231
290,0.120358082367,0.116758732699,0.592,0.596,0.281592123
300,0.119933794776,0.116754509988,0.593333333333,0.608,0.290773179
310,0.119867577282,0.116675413911,0.598666666667,0.604,0.300576251
320,0.119704951941,0.116527945828,0.593333333333,0.608,0.309749973
330,0.108652106568,0.106932097058,0.645333333333,0.68,0.319626852
340,0.108629378021,0.106903981041,0.646666666667,0.68,0.328900456
350,0.105744909826,0.102695953174,0.72,0.748,0.338291374
360,0.105338466862,0.102328967478,0.694666666667,0.72,0.34830919
